item_id,label,item_type,under_contract,vendor,unit_cost,budget_line,approving_employee,department_use
702921095-6,suspendisse ornare consequat,Never,TRUE,Whiskey Quebec Romeo Charlie Echo X-ray Tango Bravo Zulu Juliett Uniform India Mike November Alfa,$566.38 ,72791,94-926-5429,Maint
777452312-X,in,Once,TRUE,Yankee India Romeo X-ray Kilo Zulu Hotel Uniform Mike Juliett Bravo November Foxtrot Whiskey Charlie Victor Quebec Echo,$562.17 ,94268,29-157-5001,Accounting
611531429-1,eget,Weekly,FALSE,Papa Romeo Alfa Echo Yankee Tango Charlie Golf Juliett India Delta,$335.13 ,24564,40-585-6849,Accounting
040564389-6,odio cras,Daily,TRUE,X-ray November Kilo Romeo Juliett Sierra Tango Charlie Golf Papa Quebec,$393.26 ,84808,00-878-3571,Admin
390256573-X,molestie,Yearly,FALSE,Tango Romeo Echo Victor Foxtrot Hotel Mike Sierra Golf Charlie Juliett India Uniform Papa Kilo,$512.79 ,4182,85-348-5617,Maint
096868632-X,duis mattis egestas,Daily,TRUE,Echo Bravo Golf Kilo Tango Romeo Juliett Oscar Mike Alfa Whiskey Hotel Charlie Yankee Foxtrot X-ray Victor Papa Quebec,$446.17 ,36963,10-132-3021,Maint
913024394-7,amet,Weekly,FALSE,Quebec Yankee Bravo Uniform X-ray Golf Foxtrot Victor Lima November Papa Romeo,$784.60 ,87923,76-092-8696,Accounting
468512227-5,integer,Never,FALSE,Victor Romeo Mike Papa Tango India Hotel Yankee X-ray Charlie Sierra Whiskey Lima Oscar Bravo Quebec,$393.45 ,34228,63-724-6211,Patient_care
984504321-6,vivamus vestibulum,Never,FALSE,Bravo Lima Foxtrot November Mike Echo Zulu Kilo Quebec Victor Yankee Hotel,$462.61 ,10070,41-364-8913,Patient_services
073203193-1,nisi,Never,FALSE,,$402.80 ,95611,37-582-6920,Admin
580182488-X,erat fermentum,Often,FALSE,Tango X-ray Lima Juliett Yankee Sierra Uniform Foxtrot Alfa Oscar Whiskey Charlie India Mike Golf Papa,$260.32 ,45769,88-242-2362,Facilities
350936076-1,erat nulla tempus,Monthly,FALSE,,$866.74 ,49825,43-977-3942,Patient_services
602054034-0,gravida nisi at,Monthly,FALSE,,$71.55 ,44527,94-490-5158,Facilities
908212438-6,blandit,Weekly,FALSE,Kilo Romeo Juliett Papa Mike Golf Alfa Echo Oscar Tango X-ray Foxtrot Victor November Yankee,$409.49 ,71656,00-009-7212,Patient_services
975437196-2,cursus urna ut,Often,FALSE,Mike Charlie Lima November Alfa Whiskey Delta X-ray Tango Kilo Romeo Echo Bravo,$972.93 ,53005,14-550-6613,Patient_services
888362928-0,in quam fringilla,Seldom,FALSE,,$697.76 ,12067,82-591-7354,Custodial
866764680-6,nulla,Weekly,TRUE,,$172.95 ,47655,16-594-3602,Maint
178795057-3,eleifend luctus,Monthly,FALSE,Whiskey X-ray Kilo Lima Yankee Tango Oscar Foxtrot Bravo India Charlie Delta Alfa Hotel Mike Victor Sierra Echo November,$369.04 ,10152,14-426-1630,Caretaker
456040245-0,ultrices erat tortor,Never,TRUE,Oscar Sierra Papa Bravo Delta Echo Romeo Hotel Victor November Uniform Whiskey Foxtrot Juliett Yankee Quebec Charlie Zulu Lima,$245.84 ,23184,68-381-6640,Facilities
678360470-5,eleifend pede libero,Monthly,FALSE,Tango Sierra Alfa Golf Foxtrot Papa Uniform Romeo Juliett Mike X-ray Bravo,$912.80 ,59929,88-577-6613,Accounting
262239687-2,nam tristique tortor,Weekly,FALSE,Hotel Kilo Uniform Oscar Foxtrot India Romeo Tango Yankee Golf Whiskey Juliett Papa Mike Alfa Quebec November Lima,$451.23 ,18446,21-531-2882,Facilities
468558238-1,sit amet,Seldom,FALSE,Victor Delta Mike Charlie Uniform Yankee Sierra Oscar Alfa Tango X-ray Bravo Romeo Hotel Echo Quebec,$607.75 ,19198,25-230-1559,Patient_services
811507153-6,libero convallis eget,Monthly,FALSE,,$668.13 ,1791,54-299-4328,Patient_care
490511384-9,diam in magna,Yearly,FALSE,,$769.17 ,61354,71-976-7503,Caretaker
325362651-2,eu massa donec,Daily,FALSE,Golf Uniform Alfa Whiskey Sierra Kilo Romeo Victor Papa Yankee Tango Mike Zulu Hotel Bravo Foxtrot Oscar Echo,$207.67 ,13107,36-864-9910,Accounting
104589263-7,at turpis donec,Weekly,TRUE,Quebec November India Sierra Mike Yankee Charlie Delta Foxtrot Kilo Uniform Whiskey Lima Zulu Tango Golf Hotel Romeo Alfa Echo,$945.45 ,54586,93-234-6020,Caretaker
306024680-7,nisi nam,Daily,FALSE,X-ray Romeo Victor Delta Foxtrot Juliett Quebec Lima Echo Hotel Mike Kilo Sierra Papa Alfa Whiskey,$231.71 ,43558,69-863-1439,Maint
015334934-4,nam ultrices libero,Often,TRUE,Alfa Juliett Lima Quebec Victor Romeo Whiskey November Yankee X-ray Foxtrot Sierra Charlie Kilo Uniform Delta Golf Mike Bravo Papa,$691.99 ,84505,52-703-4598,Patient_care
016367853-7,in,Once,FALSE,,$567.22 ,28607,45-982-3136,Custodial
353448067-8,morbi,Never,TRUE,Quebec Sierra Foxtrot Hotel Alfa Papa Juliett Bravo Uniform Oscar Yankee November Delta Golf Zulu Lima Kilo,$794.76 ,51114,45-761-9135,Patient_services
394502967-8,sit amet,Weekly,TRUE,,$324.96 ,8178,09-055-8135,Patient_services
311015686-5,eros,Seldom,TRUE,Golf Tango Delta Quebec Kilo Mike Zulu Charlie November Echo,$92.88 ,34629,71-911-9295,Patient_services
486215459-X,cras,Often,FALSE,India Kilo Oscar Charlie Alfa Foxtrot Victor Golf Lima Whiskey Uniform,$845.79 ,58654,03-627-9067,Facilities
377661613-X,blandit,Often,FALSE,Kilo Mike Lima Victor Romeo Golf Whiskey Sierra Tango Quebec,$312.71 ,43573,90-822-4965,Custodial
716737619-1,dui vel sem,Once,FALSE,Kilo Oscar Mike Lima Papa Golf Yankee Whiskey Charlie Juliett India Sierra Echo Foxtrot Zulu Bravo Hotel Tango Delta Victor,$15.46 ,67326,87-962-3731,Accounting
965572177-9,volutpat,Seldom,FALSE,Golf Uniform Quebec Whiskey Oscar November Tango Bravo Juliett X-ray,$792.01 ,80085,89-140-6487,Admin
470399607-3,luctus,Seldom,TRUE,Mike Delta Juliett Victor Charlie Zulu Yankee Foxtrot Echo Whiskey Tango X-ray Bravo November Alfa Oscar Golf Sierra Hotel Lima,$148.37 ,96068,89-820-6660,Maint
723807860-0,praesent blandit lacinia,Often,FALSE,Charlie Romeo Uniform Zulu Kilo Quebec Sierra Tango Bravo Delta Mike Echo X-ray Alfa Victor Oscar Hotel Yankee Lima India,$768.77 ,46948,50-683-9460,Custodial
383748167-0,at velit eu,Seldom,TRUE,,$540.47 ,62568,15-914-0988,Custodial
225428562-9,laoreet,Yearly,TRUE,,$743.44 ,17780,39-183-3460,Custodial
062829456-5,sapien cum sociis,Yearly,FALSE,,$897.61 ,89549,18-696-2802,Patient_services
622211359-1,neque duis,Daily,FALSE,,$635.98 ,14672,54-513-9177,Accounting
176227431-0,sed justo pellentesque,Daily,FALSE,India Foxtrot Sierra X-ray Mike Delta Victor Bravo Alfa Romeo Quebec Uniform Juliett Golf Lima Charlie,$396.06 ,38251,99-905-2012,Facilities
009579016-0,elementum eu,Yearly,TRUE,Charlie Romeo Kilo Quebec X-ray India Whiskey Yankee Bravo Sierra Tango,$482.36 ,73244,05-990-4753,Patient_care
248303089-0,tellus,Monthly,TRUE,Kilo Sierra Uniform November Lima Romeo India Oscar Whiskey Alfa,$711.69 ,67105,38-115-9174,Admin
308244058-4,cras non,Weekly,FALSE,Echo Bravo Alfa Golf Foxtrot Zulu Sierra November Hotel Mike Papa Quebec X-ray Victor Romeo Juliett Tango Oscar Kilo Charlie,$736.73 ,38688,87-814-9557,Maint
766529667-X,enim leo,Weekly,TRUE,Oscar Echo Juliett Lima Kilo Tango Golf Whiskey X-ray Romeo Yankee November,$117.67 ,63355,44-858-1668,Patient_services
559725078-7,id justo,Often,TRUE,,$136.63 ,83486,66-396-5929,Facilities
939631224-X,ullamcorper purus sit,Once,TRUE,Whiskey Juliett Echo Golf Bravo Oscar Delta Tango Yankee Sierra November Hotel X-ray Foxtrot Victor Lima Alfa Kilo Mike Romeo,$568.87 ,77556,58-157-4185,Maint
745239555-7,augue,Never,TRUE,,$624.73 ,9852,47-938-8433,Patient_services
977137727-2,vivamus,Seldom,FALSE,,$596.37 ,31015,50-401-4611,Custodial
596896861-3,dolor sit amet,Seldom,TRUE,Papa Romeo Alfa Victor Sierra Echo Juliett India Delta Golf Foxtrot Uniform Mike Oscar,$760.14 ,49888,79-300-9465,Accounting
855893081-3,amet sem,Often,TRUE,,$67.49 ,56283,23-687-1986,Admin
143328647-5,a,Never,FALSE,,$260.59 ,8540,36-289-4559,Facilities
631730685-0,nullam varius nulla,Monthly,FALSE,,$792.06 ,91921,42-759-7688,Custodial
489125622-2,et,Yearly,TRUE,,$885.03 ,91529,07-120-2094,Patient_services
760138469-1,volutpat sapien arcu,Weekly,FALSE,,$862.33 ,15993,28-349-0200,Admin
833496278-9,vel,Never,FALSE,Alfa Yankee Tango Whiskey Uniform India November Victor Mike Zulu Bravo Oscar Sierra Echo Romeo Delta Hotel Golf Juliett,$62.64 ,11148,97-600-8640,Maint
646967802-5,congue,Once,FALSE,,$352.88 ,28793,05-028-6273,Caretaker
024090497-4,amet consectetuer,Yearly,FALSE,,$837.12 ,96051,75-776-9849,Maint
492453535-4,dictumst aliquam augue,Never,FALSE,,$756.64 ,29009,29-955-9055,Accounting
492946939-2,vivamus,Never,TRUE,Delta Yankee Echo Tango Papa Kilo Quebec Hotel Alfa Victor Bravo Lima,$640.58 ,21212,55-804-9209,Admin
515813657-2,magna,Daily,FALSE,,$504.39 ,89329,49-886-4889,Admin
036862974-0,est phasellus,Weekly,FALSE,Uniform Juliett Yankee November Whiskey Papa Charlie Golf Zulu Mike Quebec Bravo,$723.46 ,23150,34-478-8438,Accounting
573513484-1,mauris enim leo,Seldom,TRUE,,$339.50 ,82447,96-106-8107,Patient_services
713550072-5,leo odio,Yearly,TRUE,,$792.96 ,78775,56-678-5405,Facilities
138434639-2,et,Monthly,FALSE,Whiskey Foxtrot Delta Oscar Tango India Hotel Charlie Juliett Quebec Sierra X-ray Papa Victor Alfa,$76.72 ,23114,99-887-5144,Maint
042464807-5,quis,Often,FALSE,,$260.02 ,65139,07-081-6670,Admin
738184656-X,in tempor,Monthly,FALSE,Papa Bravo Quebec X-ray Kilo Uniform Mike November Yankee Sierra Oscar Victor Romeo India,$829.58 ,77279,24-729-1764,Maint
586539154-2,eget,Often,TRUE,,$555.49 ,93403,10-653-3621,Facilities
116332907-X,odio,Monthly,TRUE,India Whiskey Victor Romeo Alfa Bravo Golf November Echo Charlie Uniform Hotel Papa,$204.04 ,98579,66-485-6299,Facilities
801153014-3,suspendisse potenti cras,Monthly,FALSE,Lima Foxtrot November Whiskey Yankee Golf Oscar Kilo Echo Alfa Papa Zulu Uniform Sierra Mike Tango India X-ray Hotel Romeo,$183.84 ,3847,86-359-4381,Admin
141564976-6,at vulputate vitae,Daily,TRUE,,$472.64 ,16313,88-321-9815,Patient_care
251843515-8,tristique,Never,FALSE,Oscar Bravo Alfa Lima Papa Hotel Foxtrot Uniform X-ray Tango Whiskey Golf India Victor Romeo,$188.49 ,30758,72-511-0496,Facilities
555453785-5,penatibus et magnis,Daily,TRUE,,$141.11 ,55460,68-291-7068,Maint
921939978-4,massa id lobortis,Yearly,TRUE,,$957.44 ,95236,30-643-8406,Facilities
041055814-1,convallis eget,Never,TRUE,,$989.50 ,7472,67-106-4221,Admin
209295560-8,dictumst,Yearly,TRUE,,$639.83 ,82462,03-479-3994,Caretaker
684615312-8,et ultrices posuere,Often,TRUE,,$571.91 ,85668,88-342-2542,Facilities
525375652-3,pellentesque quisque porta,Monthly,FALSE,Juliett Romeo Sierra Yankee Papa Bravo Quebec Uniform Hotel Charlie November,$869.87 ,31886,86-366-9816,Facilities
116049438-X,nisi nam ultrices,Once,FALSE,,$875.50 ,13133,39-509-6887,Admin
131206641-5,felis donec semper,Weekly,TRUE,Uniform Juliett India Quebec X-ray Zulu Echo Charlie Tango Mike November Whiskey Bravo Sierra Foxtrot,$837.71 ,10280,31-674-3854,Facilities
852953115-9,nulla,Seldom,TRUE,Sierra Uniform Alfa India Bravo Zulu Tango November Hotel Mike Papa Quebec,$146.66 ,15396,61-576-1599,Patient_care
934630894-X,at nibh in,Monthly,FALSE,Romeo Kilo Golf Alfa India Oscar November Bravo Quebec Uniform,$29.28 ,74743,36-545-8421,Custodial
316920845-4,semper,Monthly,FALSE,,$433.54 ,66408,59-191-6309,Accounting
612093013-2,mauris sit,Monthly,FALSE,,$193.79 ,11226,28-489-2136,Admin
658629807-5,nibh in,Monthly,TRUE,Alfa Papa Sierra Uniform Oscar Echo Victor Kilo Delta Hotel Romeo X-ray Yankee Tango Whiskey Mike,$65.28 ,48191,79-662-2885,Accounting
733370647-8,leo maecenas,Monthly,FALSE,Yankee X-ray Bravo Tango Mike Kilo Delta Hotel Golf Foxtrot Charlie Victor November Alfa Quebec Romeo Oscar Whiskey,$875.10 ,30064,56-939-6440,Custodial
038706628-4,molestie sed justo,Monthly,TRUE,Foxtrot Echo Delta India Romeo Sierra Yankee November Victor X-ray Kilo Juliett Quebec Tango Lima Zulu Charlie Bravo Alfa Oscar,$780.60 ,66204,62-589-2943,Maint
278896646-6,a odio in,Often,TRUE,,$282.97 ,83699,43-757-8018,Custodial
416058637-6,est,Daily,FALSE,Lima Whiskey Golf Zulu X-ray Bravo Kilo Uniform Mike Foxtrot India Yankee Sierra Echo Papa Tango Hotel,$533.35 ,4293,47-346-8463,Custodial
226521055-2,tincidunt ante vel,Monthly,TRUE,Delta Victor Quebec Romeo Sierra Bravo Whiskey India Charlie November Papa Juliett Hotel Lima Foxtrot Yankee Echo Mike,$704.20 ,17051,77-081-4980,Caretaker
812424120-1,est risus auctor,Never,FALSE,,$17.72 ,33111,65-066-9348,Accounting
869768136-7,curabitur in libero,Never,TRUE,India Mike Hotel November Charlie Echo Delta Tango Quebec X-ray Oscar Zulu Kilo,$713.62 ,53737,91-334-3746,Maint
620857716-0,dapibus,Seldom,FALSE,,$842.44 ,56715,29-126-5143,Patient_services
158559647-7,non,Daily,FALSE,,$33.69 ,38553,04-340-6824,Patient_care
309379261-4,in faucibus,Weekly,TRUE,,$659.67 ,85641,04-391-9718,Custodial
163122537-5,vestibulum ante,Monthly,TRUE,,$80.65 ,82073,35-223-9528,Patient_care
305973068-7,tristique,Weekly,TRUE,,$348.17 ,94642,89-843-9959,Admin
031455578-1,aliquet,Once,FALSE,Whiskey Papa Lima Uniform Bravo Sierra Charlie Oscar Alfa Mike,$428.93 ,40958,11-986-4508,Maint
512682763-4,natoque penatibus et,Never,FALSE,Whiskey Mike India Echo Alfa Hotel Sierra Romeo X-ray Zulu Kilo Oscar November Delta,$998.16 ,16160,07-969-3076,Accounting
697443517-7,quis orci nullam,Yearly,FALSE,Yankee Alfa Mike Juliett Foxtrot Whiskey Tango Echo Uniform Quebec,$26.96 ,87849,52-888-1181,Custodial
180212167-6,posuere,Never,TRUE,,$763.15 ,97720,35-673-0626,Custodial
716003281-0,vitae,Once,FALSE,India Bravo X-ray Lima Juliett Victor Hotel Charlie Kilo Zulu Whiskey Golf Uniform Yankee Oscar,$28.17 ,94737,79-751-7202,Custodial
277763757-1,feugiat,Monthly,FALSE,,$532.22 ,88933,06-071-6664,Patient_services
276081689-3,massa id,Yearly,FALSE,Yankee Sierra Quebec Tango X-ray Delta Kilo Hotel Golf Lima Oscar Juliett,$505.70 ,44342,34-536-2701,Custodial
012199919-X,aliquam lacus morbi,Weekly,TRUE,November Charlie Yankee X-ray Papa Hotel Sierra Alfa Whiskey Victor Juliett Romeo Delta Bravo,$552.56 ,24578,49-274-3639,Custodial
887806742-3,ante ipsum,Yearly,TRUE,Quebec November Kilo Papa Oscar Whiskey Mike Charlie Echo Bravo Zulu,$404.15 ,95653,86-101-7785,Admin
412324741-5,habitasse,Never,FALSE,November India Victor Alfa Oscar Bravo Foxtrot Yankee X-ray Golf Quebec,$754.07 ,49614,42-605-0647,Caretaker
023733386-4,suspendisse,Weekly,FALSE,Echo Victor Sierra X-ray India Whiskey Papa Kilo Foxtrot Mike,$62.04 ,28549,32-009-3054,Accounting
144847210-5,in ante,Weekly,FALSE,,$689.34 ,73537,67-746-7063,Facilities
